time,Locus_tag,name,COG_category,FC,sig,loc,res
7d,DLM_0824,chrA,P,0.6392952,,7,
7d,DLM_0825,pgpB,I,0.221166578,,9,
7d,DLM_0826,COG2215,R,0.015903203,,13,
7d,DLM_0827,COG1937,S,0.484248307,,14,
7d,DLM_0828,elsH,R,-0.026990739,,13,
7d,DLM_0829,abcC,P,0.490515168,,7,
7d,DLM_0830,abcD,P,0.560527567,,7,
7d,DLM_0831,nlpA,P,0.308922882,,7,
7d,DLM_0832,COG2514,R,-0.388003881,,13,
7d,DLM_0833,COG1418,R,-0.252572467,,13,
7d,DLM_0834,indA,Q,1.049773622,Enriched,12,
7d,DLM_0835,lrp,K,0.148321592,,2,
7d,DLM_0836,tar,NT,-0.279187853,,8,
7d,DLM_0837,COG4178,R,-0.149914173,,13,
7d,DLM_0840,COG1853,R,-0.127614197,,13,
7d,DLM_0841,virK,S,0.890419726,,14,
7d,DLM_0842,NA,,0.957274701,,15,
7d,DLM_0843,pta,C,0.670294258,,4,
7d,DLM_0844,dctQ,G,-0.048997896,,6,
7d,DLM_0845,dctM,G,1.938659023,,6,
7d,DLM_0846,dctP,G,-0.263998701,,6,
7d,DLM_0847,BaeS,T,0.122155987,,3,
7d,DLM_0848,nadB,H,-3.200105047,Depleted,12,
7d,DLM_0849,NA,,-0.1400513,,15,
7d,DLM_0855,atoS,T,-1.751598586,Depleted,3,
7d,DLM_0856,COG4977,K,0.800527456,,2,
7d,DLM_0857,hisP,E,0.484950376,,1,
7d,DLM_0858,artM,E,0.038550434,,1,
7d,DLM_0859,artQ,E,0.121009766,,1,
7d,DLM_0860,hisJ,ET,0.451299259,,1,
7d,DLM_0861,hisJ,ET,0.261973433,,1,
7d,DLM_0862,COG2902,E,8.567290601,Enriched,1,
7d,DLM_0863,NA,,-0.221308992,,15,
7d,DLM_0864,rhaT,GER,-0.213044103,,6,
7d,DLM_0865,rimL,J,-0.757903226,,12,
7d,DLM_0869,NA,,-0.415800752,,15,
7d,DLM_0870,dam,L,0.98091026,,11,
7d,DLM_0872,NA,,0.482634746,,15,
7d,DLM_0873,COG4388,R,-0.156089365,,13,
7d,DLM_0874,NA,,-0.081071611,,15,
7d,DLM_0875,COG5005,R,-0.293535248,,13,
7d,DLM_0876,COG2369,S,0.348049662,,14,
7d,DLM_0877,COG4383,S,0.229683812,,14,
7d,DLM_0878,COG4373,R,0.230755894,,13,
7d,DLM_0880,NA,,-0.682829354,,15,
7d,DLM_0883,NA,,0.361778416,,15,
7d,DLM_0885,ampD,V,-0.623750121,,12,
7d,DLM_0886,NA,,0.05557756,,15,
7d,DLM_0887,COG1357,S,0.04902463,,14,
7d,DLM_0888,NA,,0.163802011,,15,
7d,DLM_0889,COG4382,S,0.217776952,,14,
7d,DLM_0891,NA,,-0.768364475,,15,
7d,DLM_0892,NA,,0.199911774,,15,
7d,DLM_0894,NA,,-0.622822045,,15,
7d,DLM_0895,NA,,2.068046326,,15,
7d,DLM_0896,NA,,0.3234026,,15,
7d,DLM_0897,COG2842,R,0.332106916,,13,
7d,DLM_0898,NA,,0.076573629,,15,
7d,DLM_0899,tra5,L,-0.625888576,,11,
7d,DLM_0901,COG2932,K,-0.552920031,,2,
7d,DLM_0902,NA,,-1.490184276,,15,
7d,DLM_0903,hipA,R,0.034460355,,13,
7d,DLM_0904,NA,,0.122523215,,15,
7d,DLM_0906,nlpD,M,0.730879574,,5,
7d,DLM_0908,vgrG,S,-3.169925001,,14,
7d,DLM_0909,araC,K,0.766452359,,2,
7d,DLM_0910,fixA,C,0.161165622,,4,
7d,DLM_0912,caiA,I,-0.367564989,,9,
7d,DLM_0913,caiA,I,-0.12328945,,9,
7d,DLM_0914,NA,,0.268496799,,15,
7d,DLM_0915,putA,C,0.303571795,,4,
7d,DLM_0916,mauG,P,0.229079316,,7,
7d,DLM_0917,NA,,-1.059710132,,15,
7d,DLM_0918,uup,R,-0.095767545,,13,
7d,DLM_0919,NA,,0.488599238,,15,
7d,DLM_0920,lysR,K,-0.003331861,,2,
7d,DLM_0921,adhP,R,-0.007669044,,13,
7d,DLM_0922,lrp,K,0.84482303,,2,
7d,DLM_0923,araC,K,0.842979536,,2,
7d,DLM_0924,COG1881,R,-0.215397729,,13,
7d,DLM_0925,NA,T,0.269847608,,3,
7d,DLM_0926,fabG,IQR,0.389551176,,9,
7d,DLM_0927,fabG,IQR,0.058478352,,9,
7d,DLM_0928,NA,,-0.723383452,,15,
7d,DLM_0929,dAP2,E,-0.188469402,,1,
7d,DLM_0930,tra5,L,-0.536392705,,11,
7d,DLM_0931,NA,,0.457348304,,15,
7d,DLM_0932,cirA,P,-0.276613987,,7,
7d,DLM_0933,COG2819,R,-0.225585125,,13,
7d,DLM_0934,NA,,-0.074255949,,15,
7d,DLM_0935,NA,,0.542237202,,15,
7d,DLM_0936,piuB,S,0.017607317,,14,
7d,DLM_0937,cheZ,NT,-0.309766901,,8,
7d,DLM_0938,cheY,T,-0.334217732,,3,
7d,DLM_0941,NA,,-0.183896672,,15,
7d,DLM_0942,atoS,T,-0.155917847,,3,
7d,DLM_0943,eutC,E,-0.29709011,,1,
7d,DLM_0944,eutB,E,-0.055435294,,1,
7d,DLM_0945,potE,E,-0.124506948,,1,
7d,DLM_0946,araC,K,-0.404323539,,2,
7d,DLM_0947,aRO8,KE,0.043624137,,2,
7d,DLM_0948,rhtB,E,-0.187621506,,1,
7d,DLM_0949,pncA,Q,-0.047202246,,12,
7d,DLM_0950,rhaT,GER,-0.492378489,,6,
7d,DLM_0951,COG4977,K,-0.147626681,,2,
7d,DLM_0952,COG3018,S,-0.597239963,,14,
7d,DLM_0953,NA,,-4.32E-05,,15,
7d,DLM_0954,rimI,R,0.303873823,,13,
7d,DLM_0955,dacC,M,1.037679356,,5,
7d,DLM_0956,uvrB,L,0.471453102,,11,
7d,DLM_0957,COG0385,R,0.341284029,,13,
7d,DLM_0958,lysR,K,-0.454539656,,2,
7d,DLM_0959,NA,,0.228864773,,15,
7d,DLM_0960,COG0727,R,0.184045563,,13,
7d,DLM_0961,tar,NT,0.396856544,,8,
7d,DLM_0962,COG5001,T,-0.326170621,,3,
7d,DLM_0963,hisJ,ET,0.325512139,,1,
7d,DLM_0964,COG3129,R,0.356277032,,13,
7d,DLM_0965,wzb,T,0.063069365,,3,
7d,DLM_0966,cheB,NT,-2.792889085,Depleted,8,
7d,DLM_0967,atoC,T,-3.07846486,,3,
7d,DLM_0968,fliE,NU,-3.912024006,Depleted,8,Both
7d,DLM_0969,fliF,NU,-2.061243313,Depleted,8,Both
7d,DLM_0970,fliG,N,-2.347714806,Depleted,8,Both
7d,DLM_0971,fliH,NU,-3.577751884,Depleted,8,
7d,DLM_0972,fliI,NU,-3.140325248,Depleted,8,Both
7d,DLM_0973,fliJ,NUO,-4.771470386,,8,
7d,DLM_0974,potA,E,-0.237510382,,1,
7d,DLM_0975,thiP,P,-0.152163944,,7,
7d,DLM_0976,afuA,P,0.026520696,,7,
7d,DLM_0977,fliK,N,-2.531413658,Depleted,8,Both
7d,DLM_0978,fliL,N,-3.036658471,,8,
7d,DLM_0979,fliM,N,-3.395925314,Depleted,8,Both
7d,DLM_0980,fliN,NU,-3.977941619,,8,
7d,DLM_0981,fliO,N,-4.51811302,,8,
7d,DLM_0982,fliP,NU,-3.695298706,Depleted,8,
7d,DLM_0983,rimI,R,-2.232771048,,13,
7d,DLM_0984,fliQ,NU,-5.040114761,,8,
7d,DLM_0985,fliR,NU,-2.003625479,,8,
7d,DLM_0986,COG0217,S,0.276078016,,14,
7d,DLM_0987,pepP,E,-0.091731276,,1,
7d,DLM_0989,ubiH,HC,-1.601545385,,12,
7d,DLM_0990,dsbG,O,-1.339118302,,10,
7d,DLM_0991,NA,,-0.06919751,,15,
7d,DLM_0992,aCB,I,-1.003069099,,9,
7d,DLM_0993,ald,E,2.048184284,Enriched,1,
7d,DLM_0994,ntrY,T,0.164909583,,3,
7d,DLM_0995,COG4389,L,0.130974746,,11,
7d,DLM_0996,lysR,K,0.631377704,,2,
7d,DLM_0997,htpX,O,0.495908151,,10,
7d,DLM_0998,terC,P,1.987589837,,7,
7d,DLM_0999,eriC,P,0.37917892,,7,
7d,DLM_1000,putA,C,0.005718599,,4,
7d,DLM_1001,araJ,G,0.137689085,,6,
7d,DLM_1002,COG4948,MR,0.878067729,,5,
7d,DLM_1003,betA,E,0.28169058,,1,
7d,DLM_1004,iclR,K,-0.544842577,,2,
7d,DLM_1005,NA,,0.488761257,,15,
7d,DLM_1007,araJ,G,-0.156288996,,6,
7d,DLM_1008,lysR,K,-0.316952615,,2,
7d,DLM_1009,rhaT,GER,-0.177646277,,6,
7d,DLM_1010,araJ,G,0.155824429,,6,
7d,DLM_1011,NA,,0.729960081,,15,
7d,DLM_1012,NA,,-0.024027778,,15,
7d,DLM_1013,NA,,-0.163533771,,15,
7d,DLM_1014,lysR,K,0.176482866,,2,
7d,DLM_1015,glpR,KG,-0.331213731,,2,
7d,DLM_1016,NA,,0.219225596,,15,
7d,DLM_1017,serB,E,2.470120932,,1,
7d,DLM_1018,rbsB,G,0.225692304,,6,
7d,DLM_1019,paaJ,I,0.411790252,,9,
7d,DLM_1020,COG1359,S,-0.311435424,,14,
7d,DLM_1021,uhpC,G,-0.19208173,,6,
7d,DLM_1022,gntK,G,0.172182728,,6,
7d,DLM_1023,purR,K,-0.174246502,,2,
7d,DLM_1024,endA,L,-0.225755288,,11,
7d,DLM_1025,NA,,0.311541477,,15,
7d,DLM_1026,COG4927,R,0.805746882,,13,
7d,DLM_1027,accC,I,0.190117628,,9,
7d,DLM_1028,COG0388,R,0.651644511,,13,
7d,DLM_1029,ompR,TK,-0.072757752,,3,
7d,DLM_1030,kdpD,T,5.158942858,,3,
7d,DLM_1031,kdpC,P,0.103239804,,7,
7d,DLM_1032,kdpB,P,0.043372,,7,
7d,DLM_1033,kdpA,P,-0.2317226,,7,
7d,DLM_1034,NA,,1.344137694,,15,
7d,DLM_1035,NA,,1.011722485,,15,
7d,DLM_1036,COG0730,R,0.405521086,,13,
7d,DLM_1037,fcbC,R,5.016078563,,13,
7d,DLM_1038,dadA,E,0.319090496,,1,
7d,DLM_1039,COG2603,R,0.019271965,,13,
7d,DLM_1040,selD,E,0.899326033,,1,
7d,DLM_1041,tar,NT,0.292059889,,8,
7d,DLM_1042,clpA,O,0.960202203,,10,
7d,DLM_1044,NA,,-0.935723864,,15,
7d,DLM_1045,COG3450,R,-0.117647352,,13,
7d,DLM_1047,tyrB,E,-0.335689315,,1,
7d,DLM_1048,NA,,0.118655327,,15,
7d,DLM_1049,spr,M,-0.139211486,,5,
7d,DLM_1050,uup,R,-0.338252711,,13,
7d,DLM_1054,dedD,S,-0.630114537,,14,
7d,DLM_1055,cvpA,R,-0.444955022,,13,
7d,DLM_1056,purF,F,0.3993319,,12,
7d,DLM_1057,metC,E,-0.338418644,,1,
7d,DLM_1058,acrR,K,0.1921346,,2,
7d,DLM_1059,caiA,I,-0.5970339,,9,
7d,DLM_1060,COG1607,I,3.627273306,,9,
7d,DLM_1061,fadL,I,8.399883569,Enriched,9,Both
7d,DLM_1062,NA,,-0.542651696,,15,
7d,DLM_1063,fadB,I,-0.803435247,,9,
7d,DLM_1064,paaJ,I,-2.858124769,Depleted,9,
7d,DLM_1065,NA,,-0.428389175,,15,
7d,DLM_1066,rssA,M,0.26529852,,5,
7d,DLM_1067,trpC,E,0.276260258,,1,
7d,DLM_1068,COG0429,R,0.185030657,,13,
7d,DLM_1069,moaB,H,0.872385803,,12,
7d,DLM_1070,COG3028,S,-0.22714987,,14,
7d,DLM_1071,tldD,R,0.631496198,,13,
7d,DLM_1072,rssA,R,1.508581823,,13,
7d,DLM_1088,COG0670,R,-0.055299992,,13,
7d,DLM_1090,tig,O,-0.661296192,,10,
7d,DLM_1091,clpP,OU,-0.104530583,,10,
7d,DLM_1092,clpX,O,-1.917691127,,10,
7d,DLM_1093,lon,O,-2.198925937,Depleted,10,
7d,DLM_1094,himA,L,0.68979439,,11,
7d,DLM_1097,surA,O,0.037605849,,10,
7d,DLM_1099,COG2081,R,-0.021336648,,13,
7d,DLM_1101,COG3411,C,0.339686012,,4,
7d,DLM_1102,COG2945,R,-0.157253687,,13,
7d,DLM_1103,COG0782,K,0.414396159,,2,
7d,DLM_1104,flgL,N,-0.002897706,,8,
7d,DLM_1105,map,J,-3.029917523,,12,
7d,DLM_1106,ompC,M,0.48998271,,5,
7d,DLM_1107,NA,,-0.859722227,,15,
7d,DLM_1108,dinG,KL,-0.020021321,,2,
7d,DLM_1109,ldcC,E,-0.226928751,,1,
7d,DLM_1110,argF,E,1.343512067,,1,
7d,DLM_1111,argG,E,0.677933969,,1,
7d,DLM_1112,NA,,-0.647153622,,15,
7d,DLM_1113,rhtB,E,0.023752928,,1,
7d,DLM_1114,potE,E,0.783576536,,1,
7d,DLM_1115,COG2071,R,0.323794667,,13,
7d,DLM_1116,eutG,C,0.485337104,,4,
7d,DLM_1117,putA,C,0.091236129,,4,
7d,DLM_1118,glnA,E,-0.061996981,,1,
7d,DLM_1119,rpiR,K,0.557344094,,2,
7d,DLM_1120,COG1666,S,0.416461981,,14,
7d,DLM_1121,COG2509,R,-0.005548834,,13,
7d,DLM_1122,tar,NT,-0.346605371,,8,
7d,DLM_1123,putA,C,-0.311214135,,4,
7d,DLM_1124,ManC,G,-0.300081393,,6,
7d,DLM_1125,COG2071,R,0.081839169,,13,
7d,DLM_1126,glnA,E,1.121364614,Enriched,1,
7d,DLM_1127,bioA,H,-0.725958909,,12,
7d,DLM_1128,motA,N,-1.644794538,Depleted,8,
7d,DLM_1129,motB,N,-2.098394058,,8,
7d,DLM_1130,COG0220,R,-0.064112388,,13,
7d,DLM_1131,COG1639,T,0.035966393,,3,
7d,DLM_1132,spoU,J,0.424209658,,12,
7d,DLM_1133,amiC,M,0.181287218,,5,
7d,DLM_1134,COG3755,S,0.931719943,,14,
7d,DLM_1137,mltE,M,0.334390815,,5,
7d,DLM_1138,NA,,0.134670952,,15,
7d,DLM_1139,trpE,EH,0.856830989,,1,
7d,DLM_1140,gph,R,0.247719047,,13,
7d,DLM_1141,fabG,IQR,0.247061834,,9,
7d,DLM_1142,rpe,G,-1.843821231,,6,
7d,DLM_1143,apaG,P,0.842591201,,7,
7d,DLM_1144,NA,,-0.243091414,,15,
7d,DLM_1145,aTM1,O,0.595868168,,10,
7d,DLM_1146,rtn,T,5.323478076,Enriched,3,
7d,DLM_1147,COG5424,H,0.033358597,,12,
7d,DLM_1148,pepD,E,-0.146572354,,1,
7d,DLM_1149,xerC,L,-0.058137678,,11,
7d,DLM_1150,COG0714,R,0.146105873,,13,
7d,DLM_1151,NA,,0.992500505,,15,
7d,DLM_1152,fcbC,R,-0.203643117,,13,
7d,DLM_1153,uspA,T,-0.718018782,,3,
7d,DLM_1155,argE,E,0.272372827,,1,
7d,DLM_1156,COG0733,R,0.358541449,,13,
7d,DLM_1157,tag,L,-0.315816108,,11,
7d,DLM_1158,COG1699,S,-0.184257776,,14,
7d,DLM_1159,COG2833,S,-0.109775391,,14,
7d,DLM_1160,NA,,-0.337495979,,15,
7d,DLM_1161,NA,,0.508480513,,15,
7d,DLM_1162,COG0826,O,0.264901412,,10,
7d,DLM_1164,potD,E,-0.510933602,,1,
7d,DLM_1165,potB,E,-0.763992207,,1,
7d,DLM_1166,potC,E,-1.390827497,,1,
7d,DLM_1167,NA,,0.205401766,,15,
7d,DLM_1168,COG2220,R,-0.169202521,,13,
7d,DLM_1169,argS,J,-1.078704596,,12,
7d,DLM_1170,pepP,E,1.092800575,,1,
7d,DLM_1171,srmB,LKJ,-1.25885873,,11,
7d,DLM_1172,hfi,G,1.316216798,,6,
7d,DLM_1173,mmsB,I,0.122596169,,9,
7d,DLM_1175,COG3658,C,-0.435075766,,4,
7d,DLM_1176,NA,,-0.132889139,,15,
7d,DLM_1177,COG3909,C,-0.612495684,,4,
7d,DLM_1178,COG3909,C,0.306931462,,4,
7d,DLM_1180,COG0523,R,-2.219112551,,13,
7d,DLM_1182,znuC,P,-2.06919751,,7,
7d,DLM_1183,znuB,P,-1.515861395,,7,
7d,DLM_1184,lraI,P,-0.853084152,,7,
7d,DLM_1185,COG2836,S,-0.460740498,,14,
7d,DLM_1186,caiD,I,-1.123314059,,9,
7d,DLM_1188,mGS1,L,-0.078083474,,11,
7d,DLM_1189,aes,I,-0.523924488,,9,
7d,DLM_1190,lolA,M,1.869401945,,5,
7d,DLM_1191,NA,,0.521360062,,15,
7d,DLM_1193,COG3146,S,-0.255139909,,14,
7d,DLM_1195,NA,,0.258199706,,15,
7d,DLM_1196,hipA,R,-0.27527182,,13,
7d,DLM_1197,lhr,R,0.030280425,,13,
7d,DLM_1198,NA,,0.123738404,,15,
7d,DLM_1199,NA,,-0.196670866,,15,
7d,DLM_1200,NA,,-0.444955022,,15,
7d,DLM_1201,NA,,-1.039077522,,15,
7d,DLM_1202,lysR,K,-0.008505134,,2,
7d,DLM_1203,COG1917,S,0.086365985,,14,
7d,DLM_1204,tas,C,0.116520004,,4,
7d,DLM_1205,fabG,IQR,0.052652749,,9,
7d,DLM_1206,lysR,K,0.785004486,,2,
7d,DLM_1207,putA,C,0.238550938,,4,
7d,DLM_1208,lysR,K,-0.056878025,,2,
7d,DLM_1209,COG1979,C,0.533969586,,4,
7d,DLM_1210,fabG,IQR,-0.879955017,,9,
7d,DLM_1211,wcaG,MG,0.690803621,,5,
7d,DLM_1212,proP,GEPR,0.851067082,,6,
7d,DLM_1213,aRA1,R,0.566731764,,13,
7d,DLM_1214,paaJ,I,-0.448227436,,9,
7d,DLM_1215,araJ,G,-0.254496177,,6,
7d,DLM_1216,dltE,R,-0.107348348,,13,
7d,DLM_1217,dltE,M,0.129796814,,5,
7d,DLM_1218,mhpC,R,0.344342889,,13,
7d,DLM_1219,COG1733,K,0.07692456,,2,
7d,DLM_1220,NA,V,0.76476131,,12,
7d,DLM_1221,acrA,M,-0.520498554,,5,
7d,DLM_1222,acrR,K,0.688232186,,2,
7d,DLM_1223,tolC,MU,0.531965755,,5,
7d,DLM_1224,lysR,K,-0.011421179,,2,
7d,DLM_1225,lysR,K,-0.472262368,,2,
7d,DLM_1226,osmC,O,0.371705133,,10,
7d,DLM_1227,putA,C,0.146410993,,4,
7d,DLM_1228,thiJ,R,0.325739132,,13,
7d,DLM_1230,cheW,NT,-0.009582179,,8,
7d,DLM_1231,tar,T,0.005797733,,3,
7d,DLM_1232,tar,NT,-0.355317809,,8,
7d,DLM_1233,cheW,NT,0.004398917,,8,
7d,DLM_1234,cheB,NT,-0.073873998,,8,
7d,DLM_1235,COG1413,C,-0.604604187,,4,
7d,DLM_1236,cheR,NT,0.419400429,,8,
7d,DLM_1237,cheY,T,0.253923387,,3,
7d,DLM_1238,cheA,NT,0.450283182,,8,
7d,DLM_1239,NA,,0.173139875,,15,
7d,DLM_1240,cheY,T,0.348459632,,3,
7d,DLM_1241,tar,NT,-0.26882401,,8,
7d,DLM_1242,NA,,0.300201907,,15,
7d,DLM_1243,baeS,T,0.024607008,,3,
7d,DLM_1244,NA,,0.19928291,,15,
7d,DLM_1246,NA,,0.039211856,,15,
7d,DLM_1247,COG5301,R,0.223719735,,13,
7d,DLM_1248,COG3778,S,1.766533681,,14,
7d,DLM_1249,xkdT,S,-0.616098141,,14,
7d,DLM_1250,COG4381,S,-0.687275259,,14,
7d,DLM_1251,NA,,-0.885043893,,15,
7d,DLM_1255,COG4379,R,-0.268410161,,13,
7d,DLM_1256,COG4228,R,-0.595714343,,13,
7d,DLM_1257,NA,,-0.234914909,,15,
7d,DLM_1258,NA,,-0.197923732,,15,
7d,DLM_1259,NA,,0.262393066,,15,
7d,DLM_1260,COG4386,R,-0.441036627,,13,
7d,DLM_1261,NA,,-0.59709948,,15,
7d,DLM_1262,COG5003,R,0.151361753,,13,
7d,DLM_1263,COG4387,S,0.175037797,,14,
7d,DLM_1264,NA,,-1.25885873,,15,
7d,DLM_1265,COG4397,R,0.423540195,,13,
7d,DLM_1266,NA,,-0.747112524,,15,
7d,DLM_1267,COG4388,R,0.060132082,,13,
7d,DLM_1268,COG5005,R,0.507838075,,13,
7d,DLM_1269,COG2369,S,-0.152419997,,14,
7d,DLM_1270,COG4383,S,-0.140640877,,14,
7d,DLM_1271,NA,,-0.160437371,,15,
7d,DLM_1272,NA,,-0.172008316,,15,
7d,DLM_1273,NA,,0.490004005,,15,
7d,DLM_1274,NA,,-0.525373704,,15,
7d,DLM_1275,NA,,-0.691215705,,15,
7d,DLM_1276,NA,,0.041140261,,15,
7d,DLM_1277,NA,,-0.337332788,,15,
7d,DLM_1278,NA,,-0.222421656,,15,
7d,DLM_1280,COG4382,S,-0.519367472,,14,
7d,DLM_1282,NA,,-0.052975396,,15,
7d,DLM_1283,NA,,1.177240385,,15,
7d,DLM_1284,hipB,K,0.321549087,,2,
7d,DLM_1285,NA,,0.016775713,,15,
7d,DLM_1286,NA,,-0.822759615,,15,
7d,DLM_1287,NA,,0.057614935,,15,
7d,DLM_1288,COG2842,R,0.37129586,,13,
7d,DLM_1289,NA,,-0.291690122,,15,
7d,DLM_1290,NA,,-0.024058005,,15,
7d,DLM_1291,nlp,K,0.074878667,,2,
7d,DLM_1292,NA,,-1.910222456,,15,
7d,DLM_1293,NA,,-0.061726261,,15,
7d,DLM_1296,COG4253,S,-0.13778367,,14,
7d,DLM_1297,dam,L,-0.392781763,,11,
7d,DLM_1300,cls,I,-0.00042218,,9,
7d,DLM_1301,COG0790,R,0.866316316,,13,
7d,DLM_1302,vgrG,S,-0.471134822,,14,
7d,DLM_1303,NA,,-0.48781504,,15,
7d,DLM_1307,NA,,-0.401621916,,15,
7d,DLM_1308,NA,,0.021350255,,15,
7d,DLM_1309,lysR,K,-0.241832628,,2,
7d,DLM_1310,COG4313,C,0.196266917,,4,
7d,DLM_1311,COG0412,Q,-0.195284023,,12,
7d,DLM_1312,NA,,-0.022939203,,15,
7d,DLM_1313,nirD,PR,-0.65018016,,7,
7d,DLM_1314,ubiH,HC,-0.396800829,,12,
7d,DLM_1315,araJ,G,0.115666759,,6,
7d,DLM_1316,COG1878,R,0.573431823,,13,
7d,DLM_1317,ManC,G,-0.702619113,,6,
7d,DLM_1318,mhpD,Q,-0.824778783,,12,
7d,DLM_1319,wcaG,MG,-0.409849761,,5,
7d,DLM_1320,ubiH,HC,0.33422022,,12,
7d,DLM_1321,araC,K,0.406722231,,2,
7d,DLM_1322,tar,NT,-1.326620775,Depleted,8,
7d,DLM_1323,hisJ,ET,0.162212176,,1,
7d,DLM_1324,NA,U,-0.022525937,,12,
7d,DLM_1325,baeS,T,-0.02455868,,3,
7d,DLM_1326,ompR,TK,-0.02575222,,3,
7d,DLM_1327,COG1993,S,3.146308525,,14,
7d,DLM_1328,fabG,IQR,0.541561308,,9,
7d,DLM_1329,glcG,R,-0.496582047,,13,
7d,DLM_1330,emrA,V,-0.307842472,,12,
7d,DLM_1331,NA,,-0.203350102,,15,
7d,DLM_1332,tolC,MU,-0.47451482,,5,
7d,DLM_1333,acrR,K,-0.135227381,,2,
7d,DLM_1335,COG4977,K,-0.644716196,,2,
7d,DLM_1336,mhpC,R,0.192679116,,13,
7d,DLM_1337,acpD,I,5.334974812,,9,
7d,DLM_1338,COG2350,S,0.164243044,,14,
7d,DLM_1340,COG2199,T,0.894500189,,3,
7d,DLM_1341,COG2329,R,-0.507086336,,13,
7d,DLM_1342,cypX,Q,0.196155245,,12,
7d,DLM_1343,arsR,K,-0.108403593,,2,
7d,DLM_1344,arsR,K,0.229844469,,2,
7d,DLM_1345,NA,,0.398732529,,15,
7d,DLM_1347,cypX,Q,-0.015173226,,12,
7d,DLM_1348,araJ,G,0.134132663,,6,
7d,DLM_1349,hipB,K,0.053626118,,2,
7d,DLM_1350,NA,,0.384044172,,15,
7d,DLM_1351,lysR,K,-0.462439285,,2,
7d,DLM_1352,NA,,-0.401647601,,15,
7d,DLM_1353,osmC,O,-0.114675141,,10,
7d,DLM_1354,putA,C,0.133458693,,4,
7d,DLM_1355,thiJ,R,-0.155628573,,13,
7d,DLM_1356,fepD,P,0.729021628,,7,
7d,DLM_1357,fepB,P,0.290022541,,7,
7d,DLM_1358,tar,NT,0.424046329,,8,
7d,DLM_1359,dAL3,F,0.055784093,,12,
7d,DLM_1360,alc,F,0.076041662,,12,
7d,DLM_1361,glnQ,E,0.383608631,,1,
7d,DLM_1362,hisM,E,1.00787016,,1,
7d,DLM_1363,hisM,E,0.408713529,,1,
7d,DLM_1364,hisJ,ET,-0.083220077,,1,
7d,DLM_1365,fadR,K,-0.212974101,,2,
7d,DLM_1366,NA,,-0.88910211,,15,
7d,DLM_1367,livK,E,0.078134469,,1,
7d,DLM_1368,livH,E,-0.340840152,,1,
7d,DLM_1369,livM,E,0.309776129,,1,
7d,DLM_1370,COG4674,R,-0.72696779,,13,
7d,DLM_1371,livF,E,-0.052194068,,1,
7d,DLM_1372,ureH,O,-0.311847035,,10,
7d,DLM_1373,ureA,E,0.045995852,,1,
7d,DLM_1374,ureB,E,-1.101035963,,1,
7d,DLM_1375,ureC,E,-0.538064426,,1,
7d,DLM_1376,ureE,O,-0.89399452,,10,
7d,DLM_1377,ureF,O,-0.30089395,,10,
7d,DLM_1378,rimI,R,0.013058383,,13,
7d,DLM_1379,hypB,OK,-0.349332199,,10,
7d,DLM_1380,malT,K,-0.306045415,,2,
7d,DLM_1381,codB,F,-0.051572943,,12,
7d,DLM_1382,glnQ,E,-1.13384615,,1,
7d,DLM_1383,fadL,I,0.159873253,,9,
7d,DLM_1384,trkA,P,-0.102814986,,7,
7d,DLM_1385,livK,E,0.327036799,,1,
7d,DLM_1386,livH,E,-0.14481343,,1,
7d,DLM_1387,livM,E,0.178129291,,1,
7d,DLM_1388,livG,E,0.064042187,,1,
7d,DLM_1389,livF,E,1.076431567,,1,
7d,DLM_1390,ddpA,E,0.133422478,,1,
7d,DLM_1391,ddpA,E,0.469523018,,1,
7d,DLM_1392,dppB,EP,0.34539846,,1,
7d,DLM_1393,dppC,EP,0.59982754,,1,
7d,DLM_1394,dppD,EP,-0.239165246,,1,
7d,DLM_1395,dppF,EP,-0.366859687,,1,
7d,DLM_1397,araJ,G,-0.428834603,,6,
7d,DLM_1398,NA,,0.85232018,,15,
7d,DLM_1399,uvrA,L,0.711287676,,11,
7d,DLM_1400,gloA,E,-0.289885625,,1,
7d,DLM_1402,NA,,-0.344106016,,15,
7d,DLM_1403,glcD,C,-0.267049537,,4,
7d,DLM_1404,NA,,0.581148298,,15,
7d,DLM_1405,acuC,BQ,-0.060324107,,12,
7d,DLM_1406,araJ,G,-0.626067704,,6,
7d,DLM_1407,NA,,-0.383701664,,15,
7d,DLM_1408,lysR,K,-1.154288948,,2,
7d,DLM_1409,araJ,G,2.499449915,,6,
7d,DLM_1410,fimA,NU,-0.081609027,,8,
7d,DLM_1411,NA,,-0.186507886,,15,
7d,DLM_1412,sdaA,E,1.028210608,,1,
7d,DLM_1413,NA,,-1.689493084,,15,
7d,DLM_1414,COG2910,R,0.595909135,,13,
7d,DLM_1415,lysR,K,-0.184551804,,2,
7d,DLM_1416,mHT1,E,0.226263635,,1,
7d,DLM_1417,tar,NT,0.275060802,,8,
7d,DLM_1418,tauA,P,-0.072957795,,7,
7d,DLM_1419,tauB,P,0.068783016,,7,
7d,DLM_1420,tauC,P,0.075820067,,7,
7d,DLM_1421,tauD,Q,-0.350006618,,12,
7d,DLM_1422,srmB,LKJ,0.073397207,,11,
7d,DLM_1423,tar,NT,0.636927642,,8,
7d,DLM_1424,COG2081,R,-0.022223638,,13,
7d,DLM_1425,NA,,-0.490184276,,15,
7d,DLM_1426,lysR,K,0.361919153,,2,
